window,nsup,prd,support...
31,32,23.281478,39,30,15,60,9,61,1,12,4,13,40,8,19,11,14,3,5,38,17,31,20,34,29,45,107,178,58,120,233,62,84,78
32,32,27.887732,24,7,1,11,49,50,0,9,25,3,100,101,6,12,26,2,15,21,253,197,8,85,67,13,43,52,29,48,65,18,45,42
33,32,27.140444,39,61,9,14,19,12,15,8,30,4,6,40,121,11,62,1,122,17,76,38,2,41,94,80,158,3,51,104,172,126,233,85
34,32,23.146216,51,2,25,12,3,52,14,7,15,13,11,23,9,98,10,104,19,60,38,80,217,212,53,127,1,109,101,18,137,62,102,160
35,32,32.534557,20,41,5,15,6,9,19,14,40,31,35,38,113,12,21,28,65,83,247,29,155,7,48,17,170,228,26,8,69,11,208,37
36,32,27.950573,28,16,3,57,116,58,115,0,67,1,31,68,13,64,33,8,15,11,34,4,114,66,12,27,32,221,65,56,94,235,60,79
37,32,25.780301,25,49,50,7,2,24,51,11,4,0,12,100,10,9,26,31,45,39,5,3,17,14,22,222,99,203,231,114,21,160,202,208
38,32,25.284839,10,21,5,20,31,85,43,42,41,84,30,6,9,86,196,22,107,8,246,184,23,12,126,180,18,7,14,11,19,104,249,32
39,32,31.409092,29,34,10,14,17,8,1,16,28,59,57,3,4,18,30,118,117,5,11,12,231,81,221,94,241,128,24,35,116,68,69,49
40,32,18.913566,51,25,52,15,7,105,106,8,104,12,1,6,102,14,67,50,2,3,23,11,95,24,91,201,101,160,234,26,157,9,127,152
41,32,13.571681,50,49,0,24,25,7,100,101,12,99,51,4,1,6,14,3,2,211,52,45,102,22,30,233,29,41,59,200,34,145,193,57
42,32,16.082773,21,7,6,44,5,1,13,22,10,0,42,87,45,43,11,9,2,12,4,20,88,14,19,26,25,221,153,203,23,15,52,150
43,32,13.655351,21,7,5,13,10,44,87,42,6,45,43,22,3,86,9,2,11,19,58,20,26,88,14,90,31,4,12,224,107,70,74,27
44,32,18.014544,41,40,19,6,20,9,10,42,21,83,4,18,82,15,5,12,0,8,22,3,39,43,61,25,116,63,163,120,254,65,204,78
45,32,12.458358,35,36,3,5,4,8,17,34,69,18,15,12,9,0,6,11,16,1,31,37,10,72,73,70,24,145,54,2,74,22,33,23
46,32,21.756330,17,60,30,29,3,123,34,36,5,61,8,14,70,31,12,18,11,9,120,37,217,168,72,59,4,71,15,122,62,19,40,2
47,32,14.733915,30,61,3,15,60,9,122,7,14,1,2,8,123,125,6,63,28,19,62,127,55,29,16,4,126,114,38,246,120,56,65,172
48,32,13.334992,30,3,14,61,121,29,59,2,122,60,31,62,120,123,0,5,28,9,6,1,7,15,13,56,19,44,20,117,255,41,189,105
49,32,18.467151,26,1,7,52,3,54,107,0,27,5,108,13,12,9,106,55,25,11,31,134,105,224,22,2,53,10,4,80,92,109,182,83
50,32,14.218496,26,1,53,13,107,3,52,12,106,41,5,4,24,15,27,25,0,54,109,110,21,16,212,19,14,11,211,98,128,145,73,55
51,32,14.347988,24,49,48,23,0,25,14,11,98,47,50,5,97,12,6,1,22,26,7,96,46,19,31,60,30,43,42,2,80,135,99,193
52,32,16.510834,22,10,7,44,45,21,5,43,89,13,88,90,6,23,14,46,11,4,3,20,8,117,41,119,107,147,1,233,166,87,25,176
53,32,15.662819,42,20,21,43,9,6,5,10,7,22,2,13,41,12,87,0,15,11,86,23,85,4,26,84,14,3,31,208,27,81,38,32
54,32,22.118844,35,3,17,36,1,18,69,5,15,8,11,37,51,9,70,12,4,19,72,215,73,6,66,171,210,57,176,93,181,178,40,22
55,32,15.421711,17,35,16,4,70,7,18,69,2,33,3,0,58,5,36,8,10,6,31,68,15,9,30,14,11,79,57,49,63,19,99,34
56,32,20.029764,34,29,30,60,1,4,33,35,17,120,61,58,16,8,248,68,10,114,3,235,15,14,27,69,5,119,118,59,67,13,36,117
57,32,18.823173,29,60,15,58,9,28,13,1,3,5,14,0,95,59,6,120,119,118,30,4,18,2,61,8,193,122,27,170,19,7,237,10
58,32,20.839948,51,52,25,26,8,3,9,15,7,5,53,14,104,1,18,4,12,6,105,13,39,54,11,45,171,59,76,108,34,159,242,197
59,32,16.290377,46,45,6,23,7,47,22,0,5,92,91,12,48,93,11,24,38,51,15,116,3,59,27,183,57,13,10,152,54,131,94,28
60,32,17.838453,29,48,17,7,18,15,3,24,47,59,9,6,4,97,36,12,10,1,73,19,37,8,35,96,11,30,13,23,5,58,74,25
